so2_data_quality,atmospheric_variability,aerosol_optical_depth
12,999.0,1.614
12,99.99,0.415
12,99.96,0.266
12,99.99,0.456
12,99.99,0.219
12,100.0,2.608
12,99.34,0.168
12,98.4,0.175
12,96.48,0.186
12,99.77,0.162
12,99.8,0.497
12,99.58,0.256
12,97.61,0.153
12,99.73,0.243
12,98.74,0.153
12,99.23,0.351
12,99.88,0.191
11,72.19,0.13
12,99.81,0.297
12,94.79,0.096
12,99.44,0.456
12,99.88,0.447
12,99.88,0.324
12,99.11,0.329
12,99.24,0.262
12,97.3,0.193
12,95.92,0.166
12,99.58,0.135
12,98.41,0.145
12,99.24,0.321
12,99.93,0.521
12,90.39,0.25
12,85.49,0.282
12,98.45,0.307
12,-26.62,-0.03
12,27.53,0.04
12,7.37,0.042
12,73.15,0.044
12,-5.86,0.038
12,13.18,0.026
12,6.56,0.023
11,23.47,0.021
11,-0.43,0.021
12,99.92,0.429
12,99.96,0.294
12,100.0,0.814
12,99.96,0.201
12,99.86,0.741
12,99.87,0.019
10,4.39,-0.003
12,99.99,0.14
12,73.24,-0.006
10,31.03,-0.019
10,14.36,-0.003
12,98.99,0.096
12,99.98,0.536
12,99.99,0.553
12,99.97,2.413
12,54.15,-0.096
12,-27.66,0.072
12,26.64,0.078
12,15.46,0.136
12,10.15,0.09
12,58.8,0.092
12,99.27,0.122
12,99.9,1.051
12,99.73,0.162
11,18.83,0.046
12,99.9,0.941
12,99.96,2.051
12,99.99,0.344
12,97.58,1.284
12,74.65,1.021
12,99.99,0.566
12,83.24,0.044
12,99.98,0.807
10,21.08,0.013
12,99.91,0.281
12,89.62,0.02
12,99.99,1.276
12,99.76,0.83
12,84.23,0.399
12,99.91,2.162
12,999.0,1.223
12,99.52,1.516
10,21.48,0.007
12,999.0,2.348
12,29.32,0.13
10,38.56,0.015
10,63.36,0.022
12,84.08,0.037
12,99.88,0.069
12,99.95,1.058
10,36.86,0.032
10,17.61,0.019
12,99.62,0.12
10,13.9,0.038
10,33.86,0.039
10,26.33,0.023
10,32.9,0.017
12,98.38,0.052
12,99.45,0.092
12,99.42,0.481
12,99.86,0.798
12,99.53,0.949
12,72.47,0.768
12,99.85,1.518
12,99.31,0.148
12,77.05,0.1
12,91.98,0.116
12,99.4,0.328
12,93.37,0.275
12,83.6,0.203
12,99.79,0.572
12,99.96,0.403
12,86.86,0.566
12,87.67,0.469
12,75.05,-0.076
12,3.29,0.067
12,31.07,0.051
12,99.38,0.068
12,3.4,0.038
12,-50.94,0.175
11,9.96,0.007
12,97.82,0.12
11,12.52,-0.017
12,99.99,1.215
12,99.76,1.297
12,99.99,0.46
10,20.23,-0.037
10,30.4,-0.045
10,20.89,-0.042
12,21.38,0.668
10,17.03,-0.057
10,6.05,-0.071
10,15.3,-0.07
10,7.96,-0.059
10,28.65,-0.059
10,6.74,-0.065
10,13.4,-0.069
10,21.87,-0.076
10,20.61,-0.076
10,20.83,-0.072
10,11.96,-0.079
10,33.18,-0.067
10,11.38,-0.069
10,8.44,-0.074
10,9.52,-0.077
10,19.98,-0.071
12,99.98,0.057
12,99.97,0.206
12,99.95,0.113
12,99.38,-0.007
12,99.92,-0.035
10,59.56,-0.053
10,13.07,-0.055
10,13.46,-0.062
12,86.65,-0.036
10,14.05,-0.053
10,56.25,-0.048
12,98.46,0.128
12,99.99,0.121
12,99.99,0.429
12,99.96,0.03
12,99.26,0.021
12,999.0,0.602
12,99.33,0.02
12,99.99,0.431
12,99.86,0.351
12,97.3,0.448
12,99.41,0.159
12,99.38,0.094
12,99.38,0.095
12,87.45,0.057
12,27.81,0.086
12,17.22,0.089
12,36.29,0.029
12,93.82,0.05
12,99.45,-0.048
12,-40.22,0.006
12,23.04,0.061
12,-2.07,0.047
12,3.14,0.056
12,12.2,0.075
12,0.19,0.074
12,10.71,0.045
11,7.88,0.033
11,9.22,0.012
11,14.82,0.01
11,10.87,0.004
11,11.51,-0.001
11,11.32,-0.001
10,10.7,-0.005
10,17.7,-0.011
10,19.52,-0.014
10,10.12,-0.019
10,8.77,-0.022
10,16.31,-0.021
10,3.36,-0.026
10,7.84,-0.029
10,9.54,-0.034
10,13.85,-0.034
10,23.21,-0.034
10,12.16,-0.036
10,7.37,-0.028
10,35.12,-0.032
10,15.89,-0.037
10,14.91,-0.044
10,9.05,-0.041
10,13.32,-0.041
10,12.95,-0.032
10,17.34,-0.036
10,12.68,-0.022
10,19.99,-0.027
10,14.92,-0.036
10,15.42,-0.042
10,23.05,-0.034
10,14.16,-0.031
10,43.97,-0.027
10,15.61,-0.025
10,10.0,-0.032
10,13.09,-0.028
10,6.02,-0.025
10,8.79,-0.028
10,9.1,-0.028
10,26.88,-0.012
10,9.04,-0.019
10,17.07,-0.017
10,26.25,-0.015
10,8.69,-0.006
10,4.61,-0.005
10,4.87,0.003
10,18.93,0.012
10,12.96,0.01
11,9.49,0.008
11,15.92,0.007
11,12.27,0.015
11,9.09,0.021
11,7.18,0.025
11,8.46,0.026
12,11.11,0.054
12,29.93,0.088
12,7.83,0.113
12,9.81,0.06
12,9.34,0.068
12,10.04,0.027
12,17.81,0.019
12,32.94,0.057
12,11.47,0.072
12,47.98,0.077
12,45.24,0.062
12,16.85,0.066
12,9.27,0.064
12,20.8,0.05
11,13.98,0.039
11,9.72,0.035
11,4.54,0.03
11,12.87,0.033
11,17.83,0.016
10,7.09,0.021
10,26.21,0.017
10,26.08,0.023
10,28.21,0.019
10,25.69,0.024
10,24.62,0.019
10,29.63,0.01
10,12.89,0.008
10,26.48,0.006
10,24.11,0.003
12,89.15,0.012
10,15.76,0.008
10,14.92,0.002
10,18.71,-0.0
10,12.98,-0.006
10,8.28,-0.001
10,23.97,-0.001
10,16.32,-0.009
10,39.63,0.044
11,66.07,-0.001
12,91.03,0.053
12,93.97,0.022
12,96.58,0.104
11,65.63,0.007
10,38.91,0.005
11,68.5,0.002
10,58.51,0.024
12,98.51,0.087
12,99.71,0.243
12,76.14,0.099
12,79.61,0.103
12,99.16,0.117
12,96.25,0.101
12,91.48,0.037
12,74.55,0.071
12,84.43,0.051
12,97.87,0.038
10,20.92,0.023
10,60.61,0.02
12,99.03,0.108
12,96.31,0.037
12,99.64,0.051
10,25.49,0.026
12,99.96,0.175
12,99.97,0.351
11,20.83,0.036
11,22.41,0.043
12,79.0,0.057
11,29.23,0.046
11,13.52,0.055
12,99.97,0.405
12,-3507.56,0.376
12,99.81,0.378
12,999.0,1.156
12,99.95,2.47
12,99.82,2.674
12,99.93,2.584
12,99.97,1.901
12,99.98,1.972
12,89.7,1.263
12,99.85,1.769
12,99.79,1.951
12,99.71,2.3
12,99.9,2.452
12,999.0,1.886
12,94.57,1.451
12,99.96,2.079
12,52.98,0.301
12,96.84,0.328
12,81.64,0.332
12,57.82,0.319
12,92.62,0.365
11,2.17,0.331
12,97.02,0.378
12,90.92,0.342
11,56.19,0.326
11,30.92,0.264
12,77.47,0.25
12,93.26,0.215
12,89.8,0.263
12,83.62,0.226
12,99.54,0.348
12,91.34,0.215
12,99.79,0.448
12,92.32,0.377
12,96.26,0.374
12,95.26,0.342
12,99.71,0.446
12,88.86,0.381
10,49.98,0.234
12,95.64,0.258
12,95.74,0.25
10,62.28,0.176
10,44.43,0.113
11,70.41,0.132
10,54.46,0.175
12,80.39,0.258
12,77.88,0.283
10,57.31,0.386
12,98.87,0.31
12,96.67,0.225
12,97.31,0.207
12,96.72,0.202
12,79.56,0.218
12,96.53,0.24
12,98.01,0.419
12,88.62,0.272
10,61.57,0.213
12,97.3,0.235
12,96.88,0.452
12,98.7,0.463
12,99.46,0.439
12,96.1,0.314
12,92.62,0.344
12,95.23,0.346
12,97.45,0.409
11,64.03,0.361
12,85.38,0.207
12,98.21,0.222
12,77.39,0.213
12,94.96,0.24
12,94.97,0.229
12,83.78,0.158
12,94.45,0.149
12,96.84,0.285
12,98.92,0.334
12,46.19,0.295
12,98.92,0.647
12,94.86,0.527
12,78.68,0.178
12,99.99,0.813
12,99.76,0.891
12,99.6,0.229
12,98.3,0.215
12,98.72,0.434
12,96.65,0.322
12,99.4,0.309
10,43.01,0.095
12,93.14,0.127
12,97.98,0.108
12,94.95,0.167
12,99.83,0.228
12,99.57,0.23
12,99.98,0.403
12,99.99,0.31
12,99.89,0.517
12,999.0,1.302
12,99.86,0.388
12,95.54,1.122
12,99.97,0.537
12,97.8,0.874
12,99.88,0.193
12,96.7,0.126
12,99.64,0.11
12,99.98,1.795
12,999.0,1.18
12,99.98,0.161
12,100.0,1.004
12,99.99,2.822
12,100.0,0.392
12,999.0,1.678
12,999.0,1.141
12,85.72,0.026
12,100.0,1.004
12,99.98,1.035
12,99.99,1.647
12,99.99,1.086
12,13.18,-0.036
12,6.43,0.018
12,17.16,0.017
12,61.12,0.062
12,99.96,0.126
12,99.81,0.472
12,99.63,0.485
11,22.82,-0.027
11,7.43,-0.029
12,99.79,0.224
12,99.75,0.108
11,4.73,-0.048
10,9.62,-0.054
10,4.99,-0.061
10,17.58,-0.056
10,14.3,-0.057
10,8.54,-0.06
12,91.24,-0.048
11,67.27,-0.059
10,13.84,-0.076
10,37.63,-0.071
12,98.96,-0.065
10,18.21,-0.077
10,7.91,-0.077
12,98.83,-0.067
12,98.85,0.636
12,99.59,-0.034
10,14.94,-0.075
10,15.09,-0.078
10,30.86,-0.075
10,5.77,-0.077
10,20.24,-0.074
10,16.81,-0.076
12,99.64,-0.065
10,12.19,-0.084
10,12.48,-0.085
10,9.63,-0.088
10,13.38,-0.083
10,12.44,-0.082
10,11.04,-0.08
10,16.69,-0.078
10,10.91,-0.074
10,24.03,-0.077
10,11.87,-0.074
10,2.92,-0.074
10,29.81,-0.074
10,9.46,-0.071
10,7.5,-0.069
10,4.53,-0.073
10,9.45,-0.062
10,8.24,-0.059
10,22.47,-0.042
10,20.05,-0.051
10,12.9,-0.051
10,5.19,-0.047
10,6.74,-0.043
12,99.99,0.445
11,11.23,-0.036
11,1.29,-0.034
11,6.61,-0.033
11,9.96,-0.026
11,1.13,-0.023
12,4.02,-0.018
12,10.05,-0.012
12,7.17,-0.007
12,-8.59,-0.003
12,12.16,-0.006
12,14.57,-0.073
12,32.95,0.003
12,30.6,0.043
12,9.09,0.047
12,6.76,0.033
12,8.01,0.044
12,13.07,0.04
12,14.32,0.027
11,15.54,0.018
11,18.39,0.005
11,24.8,0.001
11,16.54,-0.004
11,18.21,-0.009
11,11.21,-0.017
10,19.33,-0.019
10,6.67,-0.023
10,10.58,-0.027
10,12.87,-0.031
10,20.01,-0.034
12,97.04,-0.02
10,4.16,-0.04
10,4.66,-0.043
10,16.95,-0.047
10,10.15,-0.05
10,4.02,-0.051
10,13.12,-0.052
10,1.92,-0.051
10,20.57,-0.049
10,10.09,-0.053
10,14.14,-0.056
10,10.43,-0.053
10,5.98,-0.061
10,4.5,-0.061
10,18.62,-0.058
10,16.0,-0.055
10,23.54,-0.053
10,11.22,-0.046
10,10.87,-0.045
10,46.28,-0.039
10,19.19,-0.034
10,53.53,-0.037
10,12.9,-0.038
10,53.96,-0.038
10,17.86,-0.038
10,11.76,-0.041
10,3.53,-0.036
10,13.05,-0.039
10,4.9,-0.042
10,35.65,-0.04
12,99.85,0.946
12,99.44,0.345
12,99.86,0.049
10,48.15,0.009
10,24.42,0.004
10,61.18,0.007
11,72.18,0.027
12,99.96,0.163
12,999.0,0.467
12,99.78,0.223
12,-1.59,-0.049
12,-4.48,0.001
12,-11.61,-0.005
12,23.53,0.007
12,34.15,-0.017
11,4.83,-0.028
11,8.57,-0.031
11,20.91,-0.048
12,99.98,-0.006
12,99.86,-0.039
12,99.99,0.035
12,100.0,0.708
12,99.98,-0.029
12,100.0,0.312
12,999.0,1.733
12,99.98,1.13
12,99.91,1.18
12,100.0,0.108
12,99.98,-0.013
10,6.41,-0.102
12,100.0,1.295
12,-174.3,0.583
12,23.94,0.745
12,97.14,3.214
12,99.93,2.828
12,99.99,0.509
12,100.0,0.509
12,-61.66,0.396
12,999.0,0.822
12,99.98,2.079
12,99.99,2.796
12,100.0,0.682
12,99.96,1.014
11,66.91,-0.101
12,93.18,0.469
12,99.99,0.066
12,99.95,-0.065
10,22.35,-0.098
10,44.06,-0.09
12,99.99,2.069
12,99.99,0.34
12,99.98,1.313
12,44.84,0.387
12,99.99,0.557
12,99.99,1.184
12,100.0,0.28
12,89.02,-0.003
12,9.7,-0.035
12,0.55,0.036
12,99.84,0.066
12,99.98,0.329
12,93.98,0.073
12,99.97,0.265
12,99.88,0.096
12,35.09,0.19
12,99.96,0.077
12,999.0,1.189
12,99.63,1.449
10,53.83,-0.001
12,95.03,0.014
12,99.96,0.093
12,999.0,1.447
12,99.38,1.284
12,99.99,1.399
12,99.98,2.307
12,999.0,1.277
12,99.98,1.043
12,99.99,2.017
12,43.82,0.691
12,98.3,0.033
12,99.99,2.089
12,99.99,1.138
12,99.95,0.726
12,99.91,0.324
12,99.8,0.13
12,98.87,0.039
12,99.81,0.242
12,99.9,0.584
12,99.7,0.458
12,99.76,0.318
12,99.78,0.212
12,99.99,0.322
12,99.43,0.741
12,98.98,0.741
12,98.86,0.721
12,99.98,0.456
12,95.45,0.003
12,99.97,2.837
12,98.94,1.145
12,99.99,1.843
12,99.99,2.651
12,99.4,0.596
12,80.9,0.403
12,99.99,1.877
12,99.88,0.019
12,92.86,-0.002
10,62.29,-0.007
12,90.68,0.013
12,99.92,0.776
12,99.94,0.916
12,99.78,0.343
12,99.76,0.325
12,99.88,0.596
12,99.87,0.766
12,99.87,1.303
12,99.99,1.069
12,57.17,0.087
12,24.86,0.08
12,52.81,0.059
12,99.95,0.133
12,60.01,-0.006
12,99.9,0.638
12,99.17,0.239
12,99.95,0.278
12,52.4,0.136
11,17.9,0.122
12,76.13,0.115
12,96.39,0.113
12,89.27,0.161
12,92.64,0.119
12,99.97,0.966
12,99.74,0.752
12,95.41,0.821
12,99.93,0.72
12,99.98,1.577
12,99.94,1.987
12,99.96,2.234
12,95.41,2.257
12,999.0,1.766
12,99.99,2.021
12,99.98,0.973
12,99.95,1.834
12,99.6,0.887
12,99.95,0.748
12,999.0,1.17
12,13.15,0.0
12,25.07,0.07
12,4.83,0.042
12,20.39,0.088
12,9.7,0.099
12,10.58,0.053
12,48.04,0.043
12,97.95,0.051
12,81.45,0.035
11,68.18,0.031
11,72.4,0.019
12,99.94,0.049
12,99.98,0.147
12,999.0,0.575
12,99.99,0.988
12,92.84,0.249
12,99.99,1.471
12,99.99,0.831
12,99.93,1.84
12,999.0,1.149
12,99.99,0.284
12,99.93,0.393
12,96.43,0.128
12,86.92,0.734
12,96.53,0.011
11,69.06,-0.02
12,99.98,0.134
12,97.63,0.059
12,94.76,-0.004
12,99.99,0.092
12,99.99,0.185
12,87.69,0.007
12,93.15,-0.004
12,99.94,0.154
12,99.29,0.04
12,94.19,0.009
12,99.34,1.212
12,99.99,1.93
12,999.0,1.728
12,100.0,0.343
10,56.9,0.025
12,98.04,0.04
12,95.13,0.032
12,99.99,0.642
12,99.35,0.041
12,100.0,0.413
12,100.0,1.404
12,99.99,0.756
12,100.0,0.77
12,100.0,0.967
12,999.0,1.282
12,99.79,1.777
12,95.57,0.091
12,99.99,0.382
12,99.99,0.623
12,99.99,0.198
12,58.09,0.047
12,66.41,-0.016
12,-14.57,-0.029
12,11.61,0.052
12,-4.32,0.046
12,21.33,0.057
12,8.94,0.052
12,15.28,0.039
11,18.13,0.028
12,99.39,0.023
11,12.77,0.007
11,16.09,0.002
12,91.2,0.017
12,77.02,0.009
10,50.21,-0.005
10,40.44,-0.022
12,89.02,-0.021
10,20.78,-0.03
10,15.81,-0.035
11,65.22,-0.04
10,16.2,-0.038
10,22.26,-0.049
10,13.84,-0.042
10,38.69,-0.036
10,36.91,-0.041
10,17.1,-0.045
10,23.26,-0.05
10,48.66,-0.045
10,42.57,-0.037
12,98.78,0.347
12,94.07,0.085
12,99.79,0.413
12,98.73,0.274
12,98.62,0.219
12,96.66,0.16
12,76.85,0.279
12,99.6,0.95
12,99.84,0.768
12,99.14,0.755
12,99.91,0.76
12,96.38,0.369
12,99.91,0.693
12,99.97,0.881
12,99.73,0.686
12,99.78,1.166
12,99.4,1.28
12,99.91,1.356
12,99.83,1.116
12,99.7,1.381
12,98.68,1.294
12,99.94,1.772
12,99.18,1.977
12,99.15,1.756
12,98.98,1.811
12,97.05,1.006
12,98.8,0.304
12,98.73,0.416
12,99.7,0.5
12,99.57,0.921
12,98.92,0.876
12,99.15,0.667
12,99.84,0.7
12,97.2,0.699
12,98.91,1.127
10,15.37,-0.015
10,15.74,-0.01
10,18.15,-0.005
10,44.54,-0.005
10,23.46,-0.007
10,21.74,-0.008
10,21.65,-0.004
10,11.5,-0.001
10,20.45,0.004
10,17.51,0.007
10,14.07,0.007
10,18.57,0.012
11,14.76,0.016
11,13.67,0.021
11,11.62,0.022
11,11.96,0.024
11,8.34,0.046
11,10.1,0.058
12,72.99,0.076
12,99.97,0.129
12,40.39,0.074
12,99.84,0.143
12,21.1,0.023
12,21.45,0.079
12,4.33,0.088
12,20.63,0.129
12,30.35,0.163
12,45.27,0.116
12,20.2,0.111
11,42.32,0.083
11,38.75,0.074
11,16.07,0.075
11,34.3,0.068
10,24.96,0.065
10,55.71,0.054
10,37.42,0.045
10,49.73,0.034
10,50.93,0.033
10,31.07,0.026
10,32.36,0.023
10,30.58,0.015
10,20.71,0.019
10,30.63,0.023
10,25.91,0.028
10,48.76,0.025
10,36.28,0.021
10,28.81,0.018
10,61.65,0.02
10,25.63,0.021
10,34.41,0.014
10,50.3,0.017
10,23.85,0.025
10,49.54,0.041
10,17.76,0.029
10,62.62,0.017
10,28.49,0.024
10,41.22,0.026
10,18.83,0.022
10,52.53,0.036
10,20.9,0.024
10,21.55,0.02
10,47.46,0.02
10,27.66,0.02
10,34.57,0.022
10,21.36,0.024
10,10.71,0.031
10,18.84,0.028
10,31.31,0.033
10,13.28,0.034
10,26.53,0.026
10,40.3,0.044
10,23.48,0.048
10,21.22,0.047
10,27.33,0.04
10,39.25,0.045
11,66.32,0.048
10,35.73,0.053
10,26.36,0.054
10,38.15,0.061
10,57.44,0.067
12,80.44,0.073
12,79.32,0.071
12,86.27,0.078
11,53.64,0.087
12,49.51,0.091
12,55.48,0.098
12,42.72,0.108
12,62.28,0.098
12,48.3,0.072
12,39.43,0.068
12,97.2,-0.017
12,96.11,2.101
12,93.86,1.584
12,97.91,1.703
12,93.52,2.288
12,95.77,1.892
12,84.84,2.017
12,97.44,1.996
12,88.29,2.391
12,98.47,2.327
12,96.61,1.974
12,96.75,2.37
12,99.37,2.66
12,99.76,2.549
12,98.61,2.724
12,99.9,2.95
12,99.87,1.612
12,99.88,2.189
11,23.0,0.169
12,81.06,0.149
12,32.77,0.157
12,99.68,0.162
12,99.98,0.483
12,99.96,0.292
12,99.81,0.282
12,97.84,0.265
12,99.97,2.705
12,74.62,0.044
10,26.08,0.022
10,52.06,0.011
10,36.46,0.003
10,24.88,-0.003
10,13.95,-0.012
10,31.89,0.015
10,28.28,0.007
12,73.44,0.015
10,34.93,0.012
10,41.27,0.02
10,54.08,0.024
10,20.96,0.04
10,56.76,0.048
10,56.51,0.042
12,99.85,0.128
10,11.59,0.045
12,98.26,0.076
10,56.45,0.077
11,66.73,0.095
12,99.55,0.102
12,99.26,0.119
12,77.31,0.115
11,71.64,0.107
11,19.79,0.087
11,49.02,0.113
12,-2.08,0.133
12,23.06,0.114
12,-8.61,0.114
12,14.76,0.092
12,-1.22,0.079
12,62.46,0.007
12,99.99,1.549
12,99.96,1.23
12,97.59,0.095
11,8.54,0.097
12,20.83,0.124
12,-0.01,0.141
12,30.4,0.146
12,-13.73,0.137
12,9.01,0.102
12,30.32,-0.026
12,60.49,0.094
12,47.14,0.081
12,14.08,0.077
12,21.87,0.061
12,4.79,0.047
11,14.85,0.036
12,87.88,0.048
11,28.78,0.031
11,24.77,0.037
12,99.68,0.127
12,96.37,0.043
10,17.51,0.038
10,39.64,0.034
10,25.88,0.034
10,47.06,0.041
12,99.99,0.202
10,27.94,0.039
10,49.12,0.064
12,76.19,0.059
12,99.99,0.507
12,99.99,0.885
12,99.88,0.263
12,93.06,0.13
12,99.97,0.301
12,99.99,1.274
12,99.59,0.225
12,99.52,0.399
12,99.06,0.169
12,95.25,0.081
12,98.09,0.37
12,95.31,0.141
12,94.98,0.159
12,74.94,0.129
10,60.92,0.029
10,35.33,0.033
11,70.11,0.03
10,33.59,0.02
10,12.79,0.032
10,30.28,0.017
10,30.1,0.016
10,54.01,0.034
10,33.48,0.027
11,70.43,0.035
10,24.41,0.04
12,75.25,0.058
12,73.54,0.464
10,11.81,0.042
10,25.06,0.065
10,30.97,0.06
12,99.49,0.196
10,39.61,0.064
10,45.27,0.076
12,73.98,0.071
12,94.08,0.11
12,99.47,0.176
12,88.95,0.108
12,81.01,0.074
12,69.67,0.12
12,23.68,0.124
12,35.22,0.128
12,94.62,0.125
12,95.53,0.106
12,48.12,0.109
12,80.55,-0.027
12,91.4,0.4
12,99.81,0.431
12,99.97,0.504
12,99.91,0.585
12,99.84,0.659
12,99.82,0.623
12,99.97,0.585
12,98.68,0.429
12,99.96,0.505
12,100.0,0.812
12,99.94,0.527
12,99.79,0.391
12,99.9,0.29
12,99.9,0.188
12,92.96,0.549
12,99.84,0.319
12,99.39,0.381
12,96.9,0.343
12,99.87,0.272
12,99.96,0.255
12,99.48,0.254
12,99.55,0.215
12,99.95,0.338
12,99.55,1.032
12,98.94,0.172
12,99.93,0.52
12,99.9,0.643
12,99.71,0.551
12,99.54,0.557
12,99.97,0.629
12,99.96,1.297
12,99.96,1.772
12,99.9,2.64
12,98.36,2.154
12,99.83,2.168
12,99.95,2.984
12,99.92,2.648
12,99.94,2.304
12,99.95,2.109
12,99.98,2.717
12,99.93,2.071
12,99.97,1.404
12,99.83,2.313
12,99.59,1.081
12,99.96,0.564
12,99.9,2.843
12,99.91,2.161
12,99.79,0.512
12,99.26,0.13
11,5.77,0.103
11,14.81,0.103
10,13.23,0.101
10,12.41,0.113
10,11.66,0.105
10,17.54,0.108
10,23.66,0.113
10,42.37,0.129
10,32.79,0.164
12,82.13,0.182
12,99.82,0.566
12,96.58,0.231
10,24.17,0.17
10,63.32,0.16
10,27.32,0.137
10,49.64,0.124
10,33.1,0.105
10,52.62,0.091
10,30.91,0.076
10,33.57,0.066
10,38.72,0.066
10,33.02,0.07
10,62.64,0.064
10,26.3,0.074
10,23.18,0.059
10,31.61,0.065
10,44.76,0.063
10,33.43,0.055
10,18.0,0.04
10,26.61,0.036
10,19.83,0.046
10,21.62,0.044
10,32.97,0.05
10,29.86,0.05
10,35.76,0.035
10,25.09,0.036
10,22.87,0.032
10,35.96,0.052
10,44.08,0.035
10,22.58,0.03
10,23.38,0.028
10,20.07,0.024
10,20.67,0.035
10,23.51,0.029
10,23.74,0.03
10,22.3,0.031
10,16.39,0.035
10,28.46,0.037
10,11.37,0.033
10,7.68,0.026
10,16.04,0.028
12,92.75,0.048
12,98.72,0.097
12,99.99,0.229
12,98.96,0.197
12,84.32,0.081
12,99.98,0.479
12,96.82,0.356
12,-66.83,0.713
12,92.55,0.624
12,99.81,0.328
12,98.8,0.193
12,99.06,0.347
12,99.89,0.294
12,93.98,0.423
12,99.84,0.329
12,98.39,0.26
12,99.94,0.295
12,99.71,0.523
12,99.72,0.79
12,99.09,0.601
12,99.84,1.084
12,99.93,0.737
12,98.97,0.557
12,99.91,0.484
12,96.71,0.461
12,99.92,0.527
12,68.43,0.949
12,99.88,0.596
12,99.59,0.521
12,99.92,0.642
12,99.7,0.94
12,99.92,0.735
12,99.97,0.915
12,99.71,0.438
12,99.93,0.705
12,99.93,0.856
12,99.86,0.588
12,99.86,1.151
12,99.89,1.129
12,99.96,0.885
12,99.99,0.612
12,99.66,0.69
12,99.9,1.202
12,99.42,0.734
12,99.37,1.029
12,99.83,0.787
12,99.86,0.6
12,99.82,0.5
12,99.18,0.265
12,99.89,0.461
12,99.37,0.306
12,99.15,0.35
12,99.84,0.716
12,99.29,0.667
12,99.94,0.375
12,99.7,0.403
12,97.31,0.417
12,99.92,0.801
12,99.91,0.725
12,99.95,0.806
12,99.32,0.935
12,99.9,0.62
12,99.85,0.756
12,99.72,0.599
12,99.28,0.508
12,99.64,0.985
12,99.95,1.318
12,99.94,0.987
12,99.97,0.818
12,99.7,0.302
12,99.6,0.291
12,93.9,0.134
12,99.66,0.249
12,99.6,0.18
12,99.64,0.118
12,95.08,0.128
11,10.18,0.096
11,28.63,0.095
11,61.48,0.091
12,13.31,0.108
12,81.85,0.127
12,60.8,0.135
12,30.34,0.111
12,18.85,0.115
12,99.01,0.105
12,99.72,0.241
12,99.89,0.453
12,99.38,0.304
12,99.83,0.885
12,78.07,0.554
12,99.93,0.515
12,81.76,1.01
12,99.83,0.353
12,99.58,0.319
10,53.45,0.23
12,93.19,0.239
10,32.79,0.194
12,99.68,0.388
12,99.73,0.294
12,99.26,0.317
11,65.61,0.224
11,72.33,0.223
12,87.96,0.287
12,99.97,1.689
12,99.92,0.381
12,93.22,0.254
11,66.17,0.191
10,17.03,0.182
12,99.99,1.198
12,83.09,0.287
12,91.23,0.179
10,61.98,0.195
12,99.88,0.43
12,99.98,0.761
12,78.66,1.308
12,99.91,0.845
12,100.0,0.693
12,93.34,0.188
12,96.4,1.714
12,96.15,0.548
12,97.5,0.92
12,97.12,0.23
11,71.5,0.196
12,99.95,1.064
12,99.99,0.832
12,999.0,1.669
12,99.97,3.034
12,99.99,2.41
12,99.99,0.505
12,999.0,1.613
12,99.7,0.338
12,99.99,1.437
12,99.91,2.928
12,99.98,2.427
12,99.91,1.278
12,-2.37,-0.01
12,22.23,0.109
12,38.98,0.126
12,32.99,0.175
12,13.91,0.143
12,14.09,0.142
11,38.22,0.146
11,33.1,0.145
12,89.95,0.131
11,18.03,0.135
10,17.77,0.131
10,41.82,0.117
10,53.67,0.117
10,22.35,0.114
10,16.47,0.111
10,28.82,0.107
10,27.59,0.102
10,38.37,0.102
10,21.39,0.098
10,43.4,0.095
10,18.33,0.096
10,16.46,0.088
10,24.86,0.09
10,22.86,0.09
10,21.72,0.09
10,10.18,0.08
10,30.09,0.081
11,67.49,0.088
10,42.7,0.099
10,23.37,0.104
10,39.53,0.085
10,33.8,0.082
10,55.24,0.141
10,59.97,0.09
10,25.9,0.075
10,49.8,0.069
10,28.67,0.058
10,47.3,0.067
10,24.27,0.057
12,87.55,0.076
12,93.42,0.14
12,99.92,0.48
12,98.76,0.669
12,98.49,0.784
12,99.98,1.33
12,98.66,1.564
12,98.9,1.156
12,99.74,1.54
12,99.96,0.45
12,99.72,0.331
12,99.75,0.361
12,99.99,0.622
12,99.26,0.955
12,99.99,0.719
12,99.98,1.619
12,99.88,1.331
12,99.93,1.372
12,99.86,1.2
12,99.84,0.804
12,93.4,0.534
12,96.0,0.262
12,99.94,0.337
12,80.57,0.231
12,75.96,0.217
12,97.03,0.176
12,97.63,0.802
12,99.91,1.15
12,99.67,0.128
12,83.38,0.011
12,99.97,3.181
12,99.94,2.233
12,99.91,2.39
12,99.74,1.562
12,99.11,1.065
12,99.99,1.505
12,99.92,1.038
12,99.97,1.099
12,99.91,1.153
12,999.0,1.983
12,99.91,2.126
12,99.95,1.351
12,99.42,0.757
12,99.97,1.84
12,999.0,1.804
12,99.99,1.879
12,99.57,0.374
12,99.52,0.389
12,99.88,0.443
12,92.2,0.193
12,98.45,0.304
12,91.46,0.295
12,97.06,0.157
12,-10.69,0.121
12,60.98,0.01
12,3.43,0.063
12,26.69,0.064
12,37.33,0.065
12,11.55,0.068
12,44.3,0.077
12,8.28,0.048
11,20.37,0.043
11,10.95,0.035
11,8.98,0.015
11,20.55,0.013
10,9.45,0.011
10,6.15,0.008
