so2_data_quality,atmospheric_variability,aerosol_optical_depth
10,5.75,0.0
10,21.15,-0.002
10,16.86,-0.002
10,43.77,0.014
10,29.87,0.047
10,16.78,0.026
10,48.13,0.001
10,26.05,-0.015
10,31.34,-0.015
10,19.68,-0.012
10,8.4,-0.004
10,16.46,-0.004
10,21.25,-0.021
10,14.07,-0.005
10,24.08,0.006
10,30.27,0.012
10,30.29,0.01
10,22.09,0.019
10,51.21,0.019
10,50.58,0.001
10,16.71,-0.009
10,13.41,-0.008
10,15.55,0.005
10,20.65,0.011
10,33.78,0.002
10,18.45,0.001
10,16.31,0.006
10,15.77,0.018
10,20.8,0.026
10,34.43,0.028
10,19.93,0.034
10,15.12,0.044
10,27.75,0.048
10,24.96,0.048
10,10.94,0.026
10,10.53,0.025
10,12.44,0.019
10,13.82,0.023
10,13.73,0.025
10,10.32,0.026
10,13.77,0.022
10,12.55,0.03
10,25.41,0.035
10,22.43,0.029
10,10.58,0.012
10,17.92,0.029
10,15.19,0.044
10,15.22,0.053
10,8.84,0.053
10,17.69,0.068
10,8.27,0.075
11,16.13,0.075
11,13.84,0.076
11,6.65,0.078
11,7.3,0.093
12,17.18,0.103
12,3.02,0.127
12,14.66,0.12
12,15.77,0.116
12,91.46,0.086
12,36.26,-0.028
12,99.99,0.112
12,79.14,0.082
12,99.32,0.121
12,99.99,0.177
12,99.87,0.115
12,99.82,0.784
12,99.98,0.334
12,97.9,0.064
12,99.98,0.141
12,92.96,0.051
12,99.94,0.164
12,99.35,0.232
12,99.96,2.695
12,999.0,2.118
12,77.95,0.064
11,66.77,0.052
12,93.79,0.055
12,82.21,0.038
10,30.04,0.023
12,78.06,0.041
10,45.39,0.024
11,65.09,0.012
10,14.18,0.021
12,81.24,0.034
10,62.61,0.026
10,16.91,0.026
12,74.92,0.031
10,49.51,0.013
10,28.63,-0.001
10,25.51,-0.002
10,9.06,0.006
10,34.06,0.003
10,6.69,-0.007
10,17.46,0.005
10,25.39,-0.005
10,19.61,-0.008
10,21.39,0.006
10,20.73,0.003
10,9.87,0.0
10,30.19,0.005
10,14.48,0.012
10,36.84,0.002
10,13.17,0.009
10,14.09,0.008
10,18.26,0.009
10,33.28,0.015
12,99.9,0.041
10,15.44,0.026
10,16.64,0.022
12,92.7,0.031
10,41.33,0.037
12,95.85,0.042
10,56.38,0.059
11,9.05,0.051
11,17.34,0.048
12,94.59,0.06
12,93.82,0.091
11,50.07,0.06
12,4.69,0.065
12,2.49,0.069
12,-9.04,0.058
12,17.54,0.051
12,84.76,-0.058
12,15.11,-0.007
12,11.41,0.04
12,26.85,0.048
12,36.55,0.052
12,9.43,0.043
12,15.67,0.035
11,24.89,0.03
11,8.23,0.026
11,25.41,0.01
10,50.39,0.01
10,51.34,0.006
10,40.8,0.004
10,36.59,-0.006
10,29.49,-0.016
10,30.95,-0.016
10,19.35,-0.02
10,22.18,-0.024
10,10.01,-0.026
10,10.15,-0.026
10,16.99,-0.026
10,6.73,-0.03
10,11.65,-0.03
10,8.87,-0.033
10,10.54,-0.036
10,7.16,-0.037
10,27.72,-0.047
12,94.76,-0.046
10,20.49,-0.046
10,22.88,-0.045
10,20.92,-0.044
10,26.75,-0.044
10,13.61,-0.047
10,8.01,-0.047
10,9.32,-0.047
10,8.9,-0.047
10,20.78,-0.051
10,14.17,-0.051
10,9.74,-0.044
10,10.36,-0.044
10,12.78,-0.045
10,14.58,-0.045
10,13.18,-0.046
10,7.86,-0.046
10,6.32,-0.042
10,13.52,-0.042
10,9.62,-0.042
10,10.32,-0.042
10,10.14,-0.04
10,15.7,-0.04
10,30.61,-0.041
10,23.8,-0.041
10,20.32,-0.036
10,45.29,-0.035
12,99.72,0.073
10,24.73,-0.029
10,35.4,-0.036
10,24.26,-0.038
10,30.9,-0.038
10,23.6,-0.031
10,61.66,-0.029
10,28.58,-0.023
10,46.65,-0.02
10,42.6,-0.014
10,45.29,-0.008
10,16.3,0.013
10,36.91,0.014
10,48.03,0.016
10,41.16,0.028
10,55.94,0.036
10,52.42,0.036
10,43.16,0.043
10,47.74,0.048
10,51.78,0.062
11,44.41,0.066
11,68.51,0.084
11,37.0,0.083
11,34.63,0.093
11,31.4,0.09
12,8.37,0.098
12,40.15,0.105
12,94.15,0.098
12,5.76,0.073
12,61.75,-0.025
12,3.82,-0.012
12,43.29,0.125
12,21.33,0.147
12,7.68,0.168
12,77.98,0.16
12,58.71,0.147
11,41.98,0.128
11,32.4,0.12
11,18.4,0.093
10,27.89,0.092
10,15.29,0.087
10,16.13,0.094
10,51.4,0.09
10,12.52,0.075
10,14.05,0.082
10,19.39,0.085
10,7.51,0.092
10,44.65,0.083
10,59.57,0.09
10,53.18,0.103
10,43.83,0.092
10,60.3,0.087
10,18.21,0.073
10,32.45,0.076
12,99.77,0.108
12,95.6,0.119
12,97.73,0.161
12,99.72,0.22
12,99.27,0.485
12,99.54,0.394
12,99.84,0.456
12,99.85,0.396
12,99.67,0.361
12,99.65,0.724
12,98.57,0.509
12,98.13,0.241
12,99.21,0.221
12,99.0,0.398
12,99.72,0.809
12,99.84,0.405
12,98.17,0.129
12,89.75,0.089
12,90.45,0.101
12,98.56,0.085
12,89.66,0.072
12,97.76,0.127
12,91.25,0.161
12,97.51,0.387
12,99.72,0.366
12,99.83,0.38
12,97.66,0.242
12,99.12,0.436
12,99.19,0.304
12,99.26,0.156
12,96.47,0.171
12,99.37,0.179
12,97.72,0.226
12,99.76,0.193
12,99.86,0.239
12,98.89,0.27
12,99.92,0.504
12,86.62,0.353
12,98.83,0.169
12,96.89,0.214
12,99.1,0.382
12,99.53,0.26
12,99.94,0.465
12,76.12,0.43
12,98.27,0.308
12,98.71,0.584
12,99.82,0.72
12,97.21,0.666
12,99.97,0.721
12,89.77,0.075
11,59.74,0.06
12,83.79,0.076
12,99.98,1.933
12,99.96,0.298
12,90.97,0.425
12,99.98,0.247
12,99.95,0.117
12,80.96,1.594
12,99.94,0.165
12,99.99,0.402
12,85.47,0.071
10,60.98,0.059
10,53.6,0.045
10,37.14,0.031
12,99.99,0.547
10,41.65,0.036
12,99.97,0.2
12,99.99,0.581
10,47.69,0.018
11,66.59,0.024
10,22.05,0.016
11,65.43,0.054
12,99.75,0.955
12,99.97,0.284
12,99.99,0.949
12,94.8,0.181
10,29.21,0.025
11,64.83,0.035
10,62.4,0.028
12,99.84,0.018
12,99.96,0.079
12,60.62,0.953
12,99.99,2.343
10,13.72,0.008
10,14.73,0.007
10,10.68,0.007
10,40.89,-0.008
10,22.71,-0.013
11,67.44,-0.016
12,99.99,0.263
10,19.19,-0.013
10,40.75,-0.012
12,99.98,0.099
10,22.34,-0.001
10,54.72,-0.01
10,36.51,-0.008
10,36.88,-0.014
10,12.89,-0.016
10,13.99,-0.012
10,31.97,-0.007
10,19.79,-0.011
10,18.68,-0.003
10,7.13,0.006
12,98.54,0.106
12,99.79,0.07
12,89.69,0.037
12,96.92,0.177
12,86.69,0.033
11,6.78,0.01
11,6.57,0.011
11,6.89,0.022
11,9.1,0.025
11,2.2,0.028
12,6.71,0.04
12,12.88,0.06
12,40.53,0.038
12,-7.52,0.028
12,37.57,-0.004
12,99.92,0.738
12,98.45,0.067
12,99.97,0.302
12,99.64,0.135
12,99.88,0.207
12,99.3,0.275
12,99.98,0.359
12,99.93,0.444
12,99.95,0.388
12,99.91,0.476
12,99.91,0.653
12,98.69,0.356
12,99.75,0.217
12,90.79,0.115
12,98.56,0.255
12,99.15,0.459
12,99.87,0.896
12,99.97,1.844
12,99.96,1.988
12,99.98,2.498
12,99.93,2.141
12,99.98,1.609
12,99.98,2.472
12,99.92,2.118
12,99.94,2.907
12,-2.17,0.074
12,79.52,0.146
12,94.43,0.176
12,-4.35,0.995
12,99.96,2.466
12,99.98,2.827
12,80.95,2.159
12,99.92,2.958
12,99.97,2.526
12,99.97,3.221
12,99.99,2.545
12,99.99,1.728
12,99.99,2.642
12,39.92,1.198
12,99.95,1.568
12,99.73,1.112
12,999.0,1.03
12,99.99,2.053
12,99.97,2.395
12,99.49,1.392
12,85.59,0.25
12,99.98,0.748
12,99.98,0.335
12,99.96,1.165
12,99.98,1.416
12,99.92,1.259
12,91.81,0.186
12,91.43,0.128
12,99.99,1.065
12,99.98,3.706
12,99.99,0.365
12,99.97,3.135
12,98.94,0.783
12,90.81,0.295
10,41.93,0.117
10,59.33,0.085
10,61.24,0.12
10,37.53,0.108
12,99.97,0.274
12,91.53,0.163
10,52.11,0.07
11,67.69,0.03
10,44.86,0.009
10,19.72,-0.013
10,32.12,-0.011
10,37.11,-0.014
10,46.97,-0.012
10,18.17,-0.033
10,21.5,-0.04
10,26.64,-0.032
10,31.75,-0.045
10,15.99,-0.05
10,18.65,-0.043
10,17.59,-0.03
10,33.8,-0.027
10,9.58,-0.022
10,17.31,-0.02
10,14.23,-0.017
11,4.23,-0.009
11,12.65,-0.003
11,23.95,0.014
11,19.53,0.018
11,18.98,0.019
11,15.15,0.024
12,43.99,0.043
12,7.53,0.036
12,97.58,0.085
12,52.89,-0.035
12,99.8,2.812
12,999.0,2.12
12,99.98,2.965
12,79.3,2.372
12,99.96,1.419
12,99.26,0.16
12,58.27,0.079
12,21.56,0.013
12,36.17,0.029
12,33.62,0.037
12,29.04,0.044
12,8.14,0.036
11,14.01,0.026
11,18.0,0.021
11,32.26,0.015
11,28.86,0.015
11,65.52,0.005
12,99.75,0.052
10,14.68,0.002
10,24.78,-0.003
10,42.74,-0.003
12,99.91,0.099
12,99.64,0.045
12,99.08,0.037
12,99.83,0.315
12,99.34,0.388
12,99.56,0.429
12,99.75,0.323
12,99.66,0.345
12,99.9,0.708
12,99.97,1.194
12,66.34,0.949
12,98.82,1.804
12,99.87,1.811
12,99.94,2.874
12,999.0,3.096
12,99.94,2.252
12,99.46,1.765
12,99.95,1.731
12,78.68,1.288
12,42.64,0.409
12,99.94,0.507
12,99.71,0.711
12,99.98,0.653
12,99.96,1.018
12,98.26,0.238
12,99.85,1.015
12,99.97,0.679
12,99.95,0.436
12,94.94,2.196
12,99.95,0.647
12,99.84,0.303
12,99.64,0.303
12,74.3,0.366
12,78.21,-0.017
10,16.49,-0.017
12,99.97,0.442
12,99.91,0.466
11,66.37,-0.008
10,14.52,-0.014
10,8.88,-0.01
12,95.81,-0.009
10,10.72,-0.004
10,12.12,-0.003
10,40.65,-0.005
10,10.18,-0.005
10,13.14,-0.007
10,14.01,-0.004
10,7.3,0.003
10,15.27,0.01
10,20.94,0.008
10,12.98,0.013
10,15.02,0.018
10,12.39,0.024
10,18.27,0.025
12,99.9,0.109
12,99.69,0.532
12,77.93,0.042
11,59.6,0.043
11,38.26,0.055
11,10.45,0.058
12,80.96,0.066
12,10.8,0.069
12,92.82,0.112
12,4.63,0.087
12,24.66,0.071
12,99.96,0.374
12,99.98,2.593
12,98.24,0.343
12,42.51,0.581
12,99.5,0.212
12,98.8,0.106
10,52.8,-0.042
12,77.64,-0.042
12,99.67,0.014
12,99.85,-0.031
12,99.05,-0.031
10,38.45,-0.037
12,76.93,-0.037
12,99.25,0.036
12,99.53,0.097
12,99.73,0.022
12,-478.48,0.768
10,7.19,-0.069
10,8.1,-0.069
10,5.16,-0.069
10,10.97,-0.069
10,12.22,-0.061
10,7.96,-0.061
10,6.83,-0.058
10,15.26,-0.058
12,93.7,0.161
12,99.92,0.161
12,99.92,2.797
12,999.0,2.817
12,76.97,0.091
12,99.99,0.091
12,99.37,0.436
10,24.41,-0.061
10,10.09,-0.061
12,99.99,0.938
12,98.79,0.07
12,99.86,0.148
12,97.47,0.038
12,99.34,0.038
12,99.57,0.173
12,99.69,0.323
12,99.89,0.454
12,99.93,0.456
12,99.91,0.789
12,99.89,1.468
12,99.97,1.429
12,99.92,2.117
12,99.87,0.843
12,99.76,0.39
12,99.92,0.558
12,99.89,0.474
12,99.84,0.421
12,77.34,0.438
12,99.83,0.427
12,99.85,0.765
12,99.81,0.758
12,99.83,0.059
12,99.98,0.298
12,98.29,0.025
10,60.26,0.012
12,97.2,0.012
12,99.77,0.264
12,99.9,0.254
12,99.93,0.527
12,73.77,0.231
12,99.93,0.65
12,99.97,0.257
12,99.9,0.335
12,99.8,0.279
12,55.52,0.453
12,85.08,0.251
12,99.99,0.407
12,99.87,1.389
12,99.94,1.527
12,89.99,0.178
12,99.5,0.177
12,99.99,0.904
12,99.98,0.244
12,91.37,0.131
12,93.05,0.257
12,99.92,0.237
10,36.05,0.126
11,64.07,0.103
12,94.46,0.142
10,60.39,0.074
10,30.47,0.105
10,52.97,0.107
12,69.55,0.849
12,999.0,1.619
12,99.99,0.379
12,94.35,0.105
12,87.44,0.077
10,40.86,0.073
12,97.72,0.107
12,92.02,0.106
10,44.9,0.043
12,82.98,0.065
12,79.65,0.064
12,93.68,0.057
11,67.96,0.046
12,98.44,0.043
10,13.74,0.031
10,20.14,0.031
10,10.14,0.008
10,18.16,0.008
10,15.46,0.012
10,12.37,0.012
10,1.8,0.014
10,9.08,0.014
10,2.64,0.033
10,6.67,0.033
10,26.53,0.006
10,35.51,0.006
10,20.15,0.031
10,21.45,0.031
10,15.92,0.023
10,19.03,0.023
10,27.11,0.017
10,29.54,0.017
10,15.2,0.009
10,12.93,0.009
10,15.02,0.01
10,17.93,0.01
10,16.07,0.014
10,25.52,0.027
10,36.37,0.033
10,16.57,0.034
10,25.92,0.03
11,71.26,0.026
12,98.33,0.059
10,27.47,0.041
10,7.37,0.028
10,22.41,0.064
10,22.14,0.062
10,22.46,0.054
10,61.82,0.099
10,42.15,0.102
12,99.82,0.102
10,52.7,0.095
11,69.85,0.117
12,90.76,0.104
12,99.83,0.326
11,13.11,0.101
11,27.12,0.132
11,13.54,0.136
11,5.83,0.139
11,20.47,0.158
12,28.37,0.171
12,75.0,0.19
12,51.91,0.07
12,100.0,1.069
12,99.97,0.34
12,99.95,0.34
12,88.7,0.102
12,99.78,0.102
12,97.25,0.026
12,95.47,0.026
12,98.12,-0.032
12,87.34,-0.032
12,98.2,-0.032
12,95.89,-0.06
12,76.5,-0.06
11,70.29,-0.06
12,99.45,-0.03
12,98.35,-0.03
12,98.74,0.026
12,98.95,0.026
12,95.55,0.026
12,96.76,0.023
12,99.83,0.023
12,99.81,0.092
12,99.91,0.184
12,98.51,0.055
10,23.3,0.016
12,89.0,0.018
12,98.34,0.051
10,51.06,0.054
10,50.22,0.061
12,95.1,0.026
12,74.86,0.021
12,73.88,0.033
12,99.3,0.114
12,99.7,0.495
12,99.71,0.276
12,98.9,0.398
12,99.81,0.268
12,99.25,0.326
12,99.18,0.264
12,99.86,0.349
12,99.96,0.451
12,99.74,0.128
12,96.55,-0.015
12,99.79,0.029
12,99.46,-0.014
12,96.8,0.176
12,99.61,0.105
12,99.56,0.221
12,76.27,0.091
12,-1.63,-0.006
12,11.16,0.053
12,0.35,0.053
12,-4.47,0.053
12,-9.68,0.045
11,-5.2,0.032
11,4.71,0.021
11,-2.8,0.007
11,12.59,-0.005
11,8.71,-0.013
10,7.81,-0.033
10,27.47,-0.034
10,24.47,-0.035
10,52.23,-0.037
10,37.46,-0.048
10,14.43,-0.053
10,20.56,-0.057
10,12.85,-0.061
10,12.21,-0.067
10,8.34,-0.07
10,11.31,-0.076
10,7.34,-0.076
10,6.5,-0.078
10,10.74,-0.078
10,12.55,-0.084
10,8.84,-0.084
10,21.66,-0.089
10,35.3,-0.089
10,9.6,-0.096
10,7.96,-0.096
10,18.38,-0.097
10,21.05,-0.097
10,8.29,-0.097
10,18.37,-0.097
10,15.47,-0.098
10,19.48,-0.098
10,9.14,-0.1
10,15.37,-0.1
10,3.8,-0.104
10,5.09,-0.104
10,4.83,-0.105
10,4.82,-0.105
10,4.27,-0.109
10,11.97,-0.109
10,11.67,-0.108
10,15.77,-0.108
10,5.13,-0.106
10,11.7,-0.106
10,6.66,-0.111
10,15.08,-0.111
10,1.77,-0.111
10,8.54,-0.111
10,0.17,-0.113
10,2.62,-0.113
10,11.23,-0.109
10,5.53,-0.109
10,9.92,-0.11
10,12.16,-0.11
10,11.87,-0.108
10,11.61,-0.108
10,23.58,-0.115
10,7.15,-0.115
10,22.68,-0.11
10,22.65,-0.11
10,8.03,-0.11
10,11.43,-0.11
10,8.32,-0.101
10,9.53,-0.101
10,14.77,-0.106
10,12.14,-0.106
10,8.68,-0.105
10,24.42,-0.105
10,16.23,-0.102
10,14.22,-0.102
10,23.1,-0.098
10,18.38,-0.098
10,11.96,-0.099
10,7.9,-0.099
10,7.2,-0.1
10,11.73,-0.1
10,4.65,-0.103
10,4.57,-0.103
10,5.24,-0.097
10,9.19,-0.097
10,14.93,-0.097
10,6.11,-0.097
10,11.71,-0.095
10,8.35,-0.095
10,11.09,-0.091
10,13.74,-0.091
10,8.48,-0.09
10,15.07,-0.09
10,21.0,-0.083
10,16.87,-0.083
10,18.77,-0.081
10,12.54,-0.081
10,18.94,-0.082
10,21.53,-0.082
10,17.99,-0.075
10,21.36,-0.075
10,6.3,-0.071
10,7.5,-0.071
10,12.26,-0.073
10,7.76,-0.065
12,98.61,-0.057
12,97.8,-0.06
10,30.2,-0.055
10,7.45,-0.047
10,20.84,-0.045
10,12.22,-0.042
10,5.69,-0.033
10,10.54,-0.028
11,9.53,-0.007
11,5.06,-0.002
11,7.23,0.002
11,10.05,0.005
12,7.47,0.015
12,-0.57,0.055
12,3.31,0.032
12,24.54,0.029
12,-27.04,-0.101
12,99.97,2.912
12,99.99,2.295
12,99.99,3.297
12,99.87,2.526
12,99.99,1.042
12,99.99,0.985
12,92.25,0.709
12,99.64,0.848
12,99.99,0.435
12,99.75,2.224
12,99.95,0.738
12,96.94,1.183
12,999.0,1.025
12,99.99,0.426
10,34.45,-0.056
10,11.3,-0.049
10,7.17,-0.079
12,100.0,0.354
11,16.1,-0.063
11,16.96,-0.056
12,12.92,-0.04
12,5.9,-0.021
12,34.39,-0.02
12,0.23,-0.015
12,12.75,0.002
12,98.36,-0.063
12,99.43,-0.032
12,41.06,0.058
12,48.89,0.043
12,10.97,0.052
12,28.63,0.035
12,32.13,0.029
12,8.26,0.018
11,10.86,-0.001
11,48.63,-0.007
12,99.01,-0.001
12,100.0,0.271
12,99.99,0.429
12,100.0,0.137
10,49.94,-0.022
10,54.75,-0.045
10,28.13,-0.051
10,21.36,-0.05
11,68.23,-0.052
10,16.98,-0.055
10,22.71,-0.061
10,55.52,-0.06
10,16.44,-0.061
10,23.09,-0.061
10,55.86,-0.063
10,35.24,-0.063
10,26.0,-0.07
10,13.01,-0.07
10,10.55,-0.072
10,18.37,-0.072
10,50.93,-0.057
12,99.77,-0.057
10,8.17,-0.065
12,92.7,-0.065
10,18.93,-0.074
11,71.75,-0.074
10,5.26,-0.078
10,10.61,-0.078
10,7.47,-0.08
10,12.94,-0.08
10,5.57,-0.082
10,6.42,-0.082
10,12.14,-0.079
10,41.75,-0.079
10,33.07,-0.087
10,9.56,-0.087
10,17.35,-0.085
10,24.39,-0.085
10,7.88,-0.099
10,6.19,-0.099
10,9.13,-0.101
10,7.15,-0.101
10,3.69,-0.104
10,8.05,-0.104
10,9.29,-0.106
10,13.17,-0.106
10,6.59,-0.114
10,1.96,-0.114
10,7.47,-0.116
10,7.2,-0.116
10,21.52,-0.121
10,8.56,-0.121
10,13.21,-0.118
10,15.14,-0.118
10,19.58,-0.113
10,12.93,-0.113
10,5.23,-0.101
10,13.91,-0.101
10,30.16,-0.103
10,14.85,-0.103
10,5.12,-0.105
10,7.77,-0.105
10,11.26,-0.102
10,7.76,-0.102
10,20.11,-0.101
10,23.32,-0.101
10,14.54,-0.1
10,7.76,-0.1
10,7.07,-0.097
10,16.69,-0.097
10,9.27,-0.102
10,6.16,-0.102
10,25.22,-0.1
10,14.71,-0.1
10,6.0,-0.095
10,9.3,-0.095
10,5.68,-0.093
10,10.15,-0.093
10,8.23,-0.089
10,7.95,-0.089
10,5.48,-0.091
10,7.99,-0.091
10,3.06,-0.084
10,5.55,-0.084
10,6.11,-0.083
10,12.12,-0.083
10,1.41,-0.087
10,5.04,-0.087
10,12.64,-0.082
10,7.86,-0.082
10,3.92,-0.077
10,3.31,-0.077
10,7.55,-0.079
10,7.39,-0.079
10,10.15,-0.072
10,12.77,-0.072
10,16.43,-0.064
10,8.19,-0.065
10,6.84,-0.061
10,15.76,-0.059
10,10.64,-0.06
10,8.92,-0.054
10,2.71,-0.049
10,11.41,-0.042
10,15.71,-0.041
10,10.66,-0.037
11,6.16,-0.015
11,20.59,-0.013
11,8.78,-0.008
11,5.12,-0.003
12,8.33,0.017
12,-5.07,0.018
12,4.72,0.02
12,7.48,0.008
12,71.82,-0.048
12,99.04,0.636
12,99.39,0.583
12,97.97,0.665
12,99.24,0.638
12,80.38,0.035
12,99.45,0.163
12,99.79,1.123
12,99.99,1.017
12,99.99,1.211
12,99.99,0.791
12,99.16,0.723
12,99.97,0.916
12,99.88,1.223
12,99.94,2.131
12,99.73,2.248
12,99.91,1.944
12,99.96,1.105
12,99.96,0.778
12,99.93,1.056
12,99.97,1.121
12,99.78,1.077
12,99.97,1.566
12,99.69,0.895
12,99.75,0.586
12,99.84,1.018
12,99.82,0.702
12,99.19,0.287
12,99.69,0.449
12,99.66,0.352
12,99.55,0.38
12,99.79,1.083
12,99.94,1.433
12,99.96,1.769
12,94.8,2.0
12,99.53,1.848
12,99.97,1.931
12,99.85,1.881
12,99.74,1.716
12,99.81,1.801
12,99.99,2.655
12,99.93,2.126
12,99.61,1.888
12,99.81,2.053
12,96.3,1.488
12,99.88,1.365
12,99.95,1.092
12,99.99,1.393
12,99.99,1.689
12,99.95,2.624
12,999.0,1.849
12,99.99,1.908
12,999.0,2.202
12,99.99,3.039
12,999.0,1.711
12,99.97,3.228
12,99.89,2.692
12,99.82,2.153
12,86.32,1.139
12,99.91,0.454
10,15.11,0.005
10,5.92,0.006
12,93.94,0.041
10,8.94,0.007
12,99.39,0.403
10,16.8,0.02
12,99.98,0.076
12,99.97,0.302
12,99.15,1.577
12,99.97,0.872
12,98.13,0.051
10,15.35,0.047
12,99.95,0.125
12,99.59,0.289
12,99.9,0.768
12,99.91,0.124
11,17.73,0.081
11,8.59,0.087
11,3.27,0.088
11,20.84,0.102
12,20.72,0.115
12,13.37,0.178
12,9.98,0.126
12,88.93,0.035
12,97.01,1.509
12,99.96,2.281
12,98.99,1.235
12,93.55,1.506
12,99.96,1.477
12,99.78,0.341
12,99.69,0.563
12,99.92,0.643
12,99.97,1.306
12,99.77,1.651
12,98.34,2.128
12,99.32,2.28
12,99.04,1.501
12,99.26,0.923
12,98.55,0.565
12,84.2,0.738
12,99.97,1.791
12,99.92,2.183
12,99.88,2.128
12,99.96,1.523
12,99.55,1.034
12,99.99,0.749
12,93.98,1.409
12,99.75,0.058
12,98.96,0.058
12,99.99,2.272
12,99.99,0.314
12,75.6,0.025
12,80.75,0.025
10,57.46,0.005
12,92.85,0.005
10,19.84,0.009
10,40.18,0.009
12,99.99,3.588
12,99.97,1.49
12,99.99,0.303
12,-69.57,0.883
12,100.0,1.736
12,97.35,0.112
12,99.81,0.459
12,98.62,1.446
12,999.0,2.782
12,99.89,3.896
12,100.0,1.035
12,99.23,0.103
12,100.0,1.021
12,99.99,1.244
12,100.0,2.368
12,99.99,0.218
12,99.99,2.194
12,99.95,1.575
12,99.99,0.592
12,99.97,0.173
12,99.98,0.204
12,99.91,1.518
12,99.99,0.275
12,98.69,0.121
12,95.54,0.136
12,97.46,0.234
12,-10.43,-0.04
12,22.41,0.052
12,-3.01,0.04
12,31.0,0.05
12,21.73,0.109
12,86.23,0.086
12,90.99,0.065
12,95.12,0.045
11,37.13,0.021
11,55.96,0.012
11,71.0,0.022
10,10.65,-0.014
10,52.05,-0.016
10,5.29,-0.025
10,11.48,-0.026
10,35.49,-0.022
10,52.07,-0.031
10,19.58,-0.028
10,39.1,-0.032
10,56.17,-0.021
10,42.13,-0.019
12,75.52,-0.007
12,88.53,-0.001
10,36.72,-0.007
12,80.24,-0.007
12,90.37,-0.004
12,86.17,-0.004
12,80.06,-0.02
10,7.51,-0.02
12,74.14,0.001
12,90.6,0.001
10,59.83,-0.007
10,36.2,-0.007
10,51.12,-0.008
10,58.92,-0.008
12,97.09,-0.011
12,97.52,-0.011
10,15.01,-0.028
10,5.9,-0.028
10,8.01,-0.028
10,10.45,-0.028
12,94.19,0.006
12,79.08,0.006
10,54.21,0.003
10,56.96,0.003
10,12.62,-0.001
10,7.92,-0.001
10,50.87,-0.008
10,16.36,-0.008
10,56.57,0.008
10,45.67,0.008
12,77.88,-0.01
10,47.19,-0.01
10,31.84,0.006
10,38.14,0.006
10,56.58,-0.013
10,7.66,-0.013
10,18.62,-0.001
12,75.09,-0.001
10,19.0,0.004
10,12.48,0.004
12,74.15,0.015
10,53.96,0.015
12,78.84,0.019
10,17.28,0.019
12,88.92,0.003
10,59.79,0.003
11,68.44,-0.003
10,42.17,-0.003
11,67.82,0.003
10,49.98,0.003
10,38.82,-0.012
10,33.45,-0.012
10,29.35,-0.014
10,61.03,-0.014
10,41.74,-0.028
12,78.91,-0.028
10,21.55,-0.017
10,11.94,-0.017
10,36.32,-0.014
10,22.43,-0.014
10,37.06,-0.026
10,14.35,-0.026
10,32.76,-0.026
10,44.07,-0.026
10,22.19,-0.045
10,37.36,-0.045
10,12.17,-0.041
10,16.1,-0.041
10,6.95,-0.044
10,2.63,-0.044
10,8.56,-0.043
10,4.59,-0.043
10,8.87,-0.04
10,17.9,-0.04
10,6.75,-0.067
10,5.94,-0.067
10,2.83,-0.055
10,4.36,-0.055
10,9.61,-0.068
10,7.35,-0.068
10,-1.73,-0.066
10,7.55,-0.066
10,9.39,-0.055
10,20.69,-0.048
10,15.48,-0.049
10,13.19,-0.044
10,30.13,-0.043
10,12.65,-0.044
10,14.4,-0.044
10,19.91,-0.043
10,10.03,-0.036
10,15.78,-0.037
10,5.97,-0.031
10,12.47,-0.028
11,13.24,-0.014
11,22.7,-0.008
11,7.15,-0.002
11,-0.03,0.005
12,20.45,0.045
12,8.95,0.09
12,6.33,0.037
12,52.28,0.033
12,2.18,0.045
12,0.36,0.076
12,6.56,0.09
12,5.56,0.099
12,17.1,0.131
12,12.43,0.088
12,20.19,0.079
12,-2.03,0.071
11,7.21,0.051
11,0.58,0.043
11,7.96,0.031
10,18.11,0.03
10,8.99,-0.001
10,7.3,-0.005
10,26.33,-0.01
10,17.99,-0.015
10,19.24,-0.014
12,99.05,0.002
10,11.5,-0.016
10,42.06,-0.022
10,26.59,-0.03
12,87.39,0.011
10,56.64,0.012
10,19.07,-0.05
10,21.64,-0.05
10,23.85,-0.06
10,19.5,-0.06
12,99.46,0.079
12,88.88,0.009
12,93.61,0.009
12,99.2,0.037
10,35.12,-0.046
10,27.98,-0.046
10,34.46,-0.062
10,48.94,-0.062
10,43.8,-0.041
10,44.49,-0.041
12,93.65,-0.029
12,93.8,-0.029
12,91.89,-0.051
12,86.77,-0.051
10,32.64,-0.055
12,93.98,-0.055
12,87.29,0.052
12,97.49,0.052
10,31.98,-0.047
10,31.69,-0.047
10,7.25,-0.048
10,63.52,-0.048
12,94.13,-0.008
12,78.19,-0.008
12,93.76,0.081
12,98.23,0.081
12,99.33,0.069
12,88.24,0.081
12,92.41,0.004
12,96.65,0.004
12,82.81,-0.009
12,90.31,-0.009
12,93.62,0.13
12,99.93,0.32
12,91.2,0.098
12,98.18,0.271
12,96.79,0.292
12,95.46,0.349
12,89.16,0.082
12,96.11,0.082
12,98.34,0.913
12,99.3,0.232
12,99.85,0.563
12,99.66,0.302
12,99.83,0.709
12,99.91,0.417
12,99.97,0.688
12,99.91,0.923
12,93.99,0.569
12,99.13,0.507
12,99.68,0.263
12,99.74,0.094
12,99.99,1.614
12,90.08,1.898
12,99.91,0.573
12,63.27,1.114
